Dosya,Yöntem,Entropy,Kontrast (Std),Renk Canlılığı,Kenar Yoğunluğu,Ort. Parlaklık,PSNR (dB),SSIM,İşlem Süresi (ms)
1400_10.png,CLAHE (LAB),7.5636,47.8444,41.3838,53.2475,157.1285,12.2053,0.7029,106.07
1400_10.png,"MSRCR (σ=[15,80,250])",7.3439,87.7879,75.9502,77.5518,130.4273,11.7868,0.543,3658.68
1400_3.png,DCP (Dark Channel Prior),7.6569,60.7015,91.3072,47.6736,111.4297,19.9912,0.8863,143.88
1400_3.png,CLAHE (LAB),7.7244,54.6537,51.524,64.0824,139.3962,15.2912,0.7331,115.65
1400_3.png,"MSRCR (σ=[15,80,250])",7.3229,93.1273,68.2865,81.606,128.2342,13.1814,0.5817,3894.64
1400_6.png,DCP (Dark Channel Prior),7.6246,59.1222,91.6439,46.9758,113.9841,19.3742,0.8616,116.84
1400_6.png,CLAHE (LAB),7.6599,51.5789,46.6343,59.2688,146.8694,13.9095,0.7222,102.04
1400_6.png,"MSRCR (σ=[15,80,250])",7.3479,91.3099,72.5242,80.5378,128.3342,12.5725,0.5607,4071.97
1401_2.png,DCP (Dark Channel Prior),7.5591,55.9692,92.9304,34.7433,93.2626,20.8527,0.8913,55.0
1401_2.png,CLAHE (LAB),7.6965,55.191,62.9607,57.0273,125.3594,16.8714,0.7037,3.6
1401_2.png,"MSRCR (σ=[15,80,250])",7.1915,96.0978,65.2701,64.0092,132.1457,12.3508,0.5603,1726.19
1401_6.png,DCP (Dark Channel Prior),7.5755,55.8094,94.1061,35.2494,96.7266,20.9077,0.8649,87.27
1401_6.png,CLAHE (LAB),7.6362,52.01,57.4849,53.2614,133.1174,15.1937,0.6928,5.4
1401_6.png,"MSRCR (σ=[15,80,250])",7.2695,95.3512,70.4536,63.6581,130.8094,12.0203,0.5352,1398.21
1401_4.png,DCP (Dark Channel Prior),7.5686,56.024,93.5324,35.0864,95.015,20.963,0.8778,108.05
1401_4.png,CLAHE (LAB),7.6653,53.5468,60.0989,55.176,129.0977,16.0568,0.6986,6.04
1401_4.png,"MSRCR (σ=[15,80,250])",7.2416,95.7648,68.0338,64.1211,131.2875,12.2124,0.5466,1485.29
1401_3.png,DCP (Dark Channel Prior),7.5573,55.7358,93.2568,34.8012,93.8571,20.8703,0.8841,98.08
1401_3.png,CLAHE (LAB),7.6806,54.397,61.4849,56.0991,127.2232,16.4823,0.7012,4.95
1401_3.png,"MSRCR (σ=[15,80,250])",7.2206,95.9521,66.6855,64.1235,131.6637,12.2896,0.5532,1552.0
1401_5.png,DCP (Dark Channel Prior),7.5708,55.9197,93.8174,35.1833,95.8342,20.9417,0.8713,101.18
1401_5.png,CLAHE (LAB),7.653,52.8114,58.7584,54.2513,131.1208,15.6278,0.6958,4.42
1401_5.png,"MSRCR (σ=[15,80,250])",7.2554,95.5811,69.2715,63.9498,131.0029,12.1198,0.5404,1640.2
1401_8.png,DCP (Dark Channel Prior),7.5934,55.9657,94.7144,35.549,99.0807,20.7706,0.8527,122.19
1401_8.png,CLAHE (LAB),7.6126,50.6278,55.078,51.354,137.2927,14.368,0.6867,116.96
1401_8.png,"MSRCR (σ=[15,80,250])",7.2902,94.7873,72.6345,63.0088,130.6836,11.8053,0.5285,2439.62
1401_10.png,DCP (Dark Channel Prior),7.6311,57.0105,95.285,36.1438,102.6718,20.5524,0.8424,132.72
1401_10.png,CLAHE (LAB),7.5861,49.3236,52.8564,49.4437,141.4455,13.5924,0.6802,124.68
1401_10.png,"MSRCR (σ=[15,80,250])",7.3145,94.0025,74.4289,62.444,130.9198,11.5829,0.5242,2878.11
1402_2.png,DCP (Dark Channel Prior),6.6958,81.3804,38.7022,32.5229,85.0649,23.6528,0.8926,124.02
1402_2.png,CLAHE (LAB),7.4239,72.1209,24.9599,57.5863,134.3005,13.2876,0.6009,123.82
1402_2.png,"MSRCR (σ=[15,80,250])",6.4893,92.7469,34.3431,74.0353,135.3263,11.4697,0.5482,2802.22
1402_5.png,DCP (Dark Channel Prior),6.7322,80.7083,37.8648,32.5854,87.7593,23.7444,0.867,91.01
1402_5.png,CLAHE (LAB),7.4043,69.5362,21.6714,53.879,141.2894,12.1953,0.5858,123.48
1402_5.png,"MSRCR (σ=[15,80,250])",6.5227,91.8515,33.0059,71.4106,135.6156,11.4265,0.5509,2901.79
1402_4.png,DCP (Dark Channel Prior),6.7194,80.9235,38.1492,32.5587,86.8461,23.7513,0.8754,136.28
1402_4.png,CLAHE (LAB),7.4069,70.2687,22.6812,55.0976,139.0089,12.5406,0.5906,121.17
1402_4.png,"MSRCR (σ=[15,80,250])",6.51,92.1017,33.4612,72.2308,135.4721,11.454,0.5501,2960.82
1402_3.png,DCP (Dark Channel Prior),6.71,81.1464,38.4266,32.5388,85.9522,23.7241,0.8839,124.61
1402_3.png,CLAHE (LAB),7.4129,71.1485,23.7704,56.3373,136.6653,12.9089,0.5956,179.13
1402_3.png,"MSRCR (σ=[15,80,250])",6.4993,92.3919,33.9114,73.1146,135.378,11.4689,0.5491,3024.81
1401_7.png,DCP (Dark Channel Prior),7.5871,55.9818,94.4164,35.4668,98.0124,20.8846,0.8586,158.29
1401_7.png,CLAHE (LAB),7.6243,51.3134,56.2538,52.3465,135.0292,14.808,0.6895,109.4
1401_7.png,"MSRCR (σ=[15,80,250])",7.2822,95.0917,71.5801,63.4065,130.7062,11.9145,0.5309,3132.59
1402_1.png,DCP (Dark Channel Prior),6.6861,81.6132,38.939,32.5125,84.2175,23.5622,0.9015,121.15
1402_1.png,CLAHE (LAB),7.4191,72.8616,26.243,58.986,132.0056,13.6516,0.6051,123.8
1402_1.png,"MSRCR (σ=[15,80,250])",6.4823,93.1633,34.7219,75.0445,135.3557,11.4498,0.5471,3302.18
1402_6.png,DCP (Dark Channel Prior),6.7441,80.5042,37.5791,32.6138,88.6851,23.6896,0.8589,137.14
1402_6.png,CLAHE (LAB),7.4009,68.7993,20.7245,52.705,143.4243,11.8799,0.5811,120.44
1402_6.png,"MSRCR (σ=[15,80,250])",6.5444,91.6381,32.5532,70.6158,135.7751,11.3914,0.5515,3393.07
1401_9.png,DCP (Dark Channel Prior),7.6115,56.4107,94.9696,35.8336,100.7545,20.6962,0.8477,140.68
1401_9.png,CLAHE (LAB),7.5991,49.9406,53.9346,50.446,139.4103,13.9549,0.6828,115.94
1401_9.png,"MSRCR (σ=[15,80,250])",7.3017,94.4208,73.5809,62.7468,130.7607,11.6954,0.5269,3730.02
1402_7.png,DCP (Dark Channel Prior),6.9289,79.625,37.2035,32.6357,89.2583,23.5388,0.85,143.79
1402_7.png,CLAHE (LAB),7.3977,68.008,19.8399,51.5397,145.8125,11.5367,0.5758,95.7
1402_7.png,"MSRCR (σ=[15,80,250])",6.5663,91.4502,32.108,69.8312,135.9651,11.3483,0.552,3836.43
1402_8.png,DCP (Dark Channel Prior),6.9883,79.2677,36.8692,32.7033,90.1452,23.3888,0.8415,73.83
1402_8.png,CLAHE (LAB),7.4086,67.4229,19.0185,50.4214,147.8381,11.2654,0.5715,6.18
1402_8.png,"MSRCR (σ=[15,80,250])",6.5805,91.289,31.6737,69.1069,136.1749,11.3,0.5523,1620.95
1403_1.png,DCP (Dark Channel Prior),6.9667,41.6854,43.7453,42.1941,64.1301,25.6963,0.8937,66.11
1403_1.png,CLAHE (LAB),7.4776,46.7714,28.0356,66.7857,117.2721,12.7771,0.5637,2.85
1403_1.png,"MSRCR (σ=[15,80,250])",7.1632,98.2986,53.1968,104.2931,126.7385,8.9573,0.3939,1446.29
1403_2.png,DCP (Dark Channel Prior),6.9928,42.1287,43.8707,42.4602,65.6973,25.0675,0.8813,95.43
1403_2.png,CLAHE (LAB),7.4437,45.4852,26.5279,64.3697,120.8109,12.2858,0.5599,3.49
1403_2.png,"MSRCR (σ=[15,80,250])",7.1771,97.8934,53.3075,103.8062,126.5443,8.9706,0.3925,1441.19
1402_9.png,DCP (Dark Channel Prior),7.0482,78.2062,36.4339,32.7828,90.5468,23.107,0.8318,98.5
1402_9.png,CLAHE (LAB),7.4118,66.7018,18.2698,49.3727,150.1177,10.9654,0.5664,3.73
1402_9.png,"MSRCR (σ=[15,80,250])",6.599,91.1431,31.2335,68.3684,136.395,11.2477,0.5524,1613.53
1402_10.png,DCP (Dark Channel Prior),7.0593,78.2192,36.0964,32.8336,91.6038,22.9145,0.8244,98.34
1402_10.png,CLAHE (LAB),7.4127,66.0646,17.5496,48.299,152.2885,10.6845,0.5616,3.2
1402_10.png,"MSRCR (σ=[15,80,250])",6.6236,90.9964,30.823,67.6551,136.6247,11.1925,0.5525,1704.09
1404_2.png,DCP (Dark Channel Prior),6.8749,85.6263,43.1586,50.4672,109.7319,21.5558,0.9263,176.52
1404_2.png,CLAHE (LAB),7.2373,69.6179,25.8225,63.5341,147.7692,16.0917,0.7834,107.27
1404_2.png,"MSRCR (σ=[15,80,250])",6.9922,92.3743,34.085,83.1466,134.2798,15.5142,0.6766,1699.59
1403_9.png,DCP (Dark Channel Prior),7.0973,44.0172,43.2131,42.5939,76.1872,20.2795,0.8056,115.69
1403_9.png,CLAHE (LAB),7.2401,37.8758,18.5653,49.8895,147.0292,9.1763,0.5237,116.02
1403_9.png,"MSRCR (σ=[15,80,250])",7.2233,95.992,52.5425,100.096,127.0136,8.8122,0.3821,2457.76
1404_1.png,DCP (Dark Channel Prior),6.8799,85.8684,43.3388,50.6274,109.0519,21.4121,0.9258,78.43
1404_1.png,CLAHE (LAB),7.2566,70.783,27.0503,65.1291,145.7542,16.5459,0.7868,99.38
1404_1.png,"MSRCR (σ=[15,80,250])",6.9827,92.2054,34.1036,84.0736,134.8372,15.462,0.6754,2944.82
1403_3.png,DCP (Dark Channel Prior),7.0163,42.562,43.9292,42.7553,67.2492,24.2982,0.8679,121.93
1403_3.png,CLAHE (LAB),7.4168,44.2481,25.1467,62.1101,124.7483,11.7573,0.5546,132.27
1403_3.png,"MSRCR (σ=[15,80,250])",7.1864,97.5189,53.3285,103.3319,126.4614,8.9708,0.3906,2885.7
1404_3.png,DCP (Dark Channel Prior),6.8681,85.3814,42.9727,50.2864,110.4393,21.6939,0.9265,129.53
1404_3.png,CLAHE (LAB),7.2155,68.3525,24.7069,61.9195,150.0217,15.5915,0.7785,119.42
1404_3.png,"MSRCR (σ=[15,80,250])",7.0033,92.5195,34.0172,82.1803,133.8282,15.5271,0.6779,2816.38
1403_8.png,DCP (Dark Channel Prior),7.0911,44.0375,43.4817,42.8507,74.9169,20.828,0.8145,141.24
1403_8.png,CLAHE (LAB),7.2647,38.7213,19.5004,51.7544,143.4054,9.5563,0.5293,128.25
1403_8.png,"MSRCR (σ=[15,80,250])",7.2183,96.1738,52.7324,100.6975,126.8636,8.8501,0.3831,2911.46
1403_5.png,DCP (Dark Channel Prior),7.0496,43.0948,43.8097,42.8817,70.1649,22.8872,0.8455,122.92
1403_5.png,CLAHE (LAB),7.3548,41.891,22.6616,57.8535,132.4139,10.7923,0.5445,124.98
1403_5.png,"MSRCR (σ=[15,80,250])",7.2009,96.8815,53.1448,102.3388,126.5059,8.9417,0.3876,3255.95
1403_7.png,DCP (Dark Channel Prior),7.0793,43.6954,43.5311,42.8611,73.2357,21.5229,0.8249,118.87
1403_7.png,CLAHE (LAB),7.2912,39.7082,20.4885,53.6405,139.7352,9.951,0.5349,124.93
1403_7.png,"MSRCR (σ=[15,80,250])",7.2118,96.3887,52.8915,101.2249,126.7084,8.8853,0.3844,3438.56
1403_4.png,DCP (Dark Channel Prior),7.036,42.8822,43.92,42.8972,68.7443,23.5691,0.8562,288.54
1403_4.png,CLAHE (LAB),7.3886,43.1351,23.8655,59.9506,128.8033,11.2379,0.549,131.86
1403_4.png,"MSRCR (σ=[15,80,250])",7.1947,97.181,53.2696,102.8732,126.4508,8.9608,0.3889,3192.73
1403_6.png,DCP (Dark Channel Prior),7.0678,43.5268,43.7215,42.9722,71.7871,22.1413,0.8345,118.76
1403_6.png,CLAHE (LAB),7.3269,40.8402,21.5288,55.6364,135.8986,10.3815,0.5406,128.88
1403_6.png,"MSRCR (σ=[15,80,250])",7.2057,96.6165,53.038,101.7975,126.5859,8.9171,0.3858,3615.46
1403_10.png,DCP (Dark Channel Prior),7.1204,44.7557,43.1027,42.6751,78.1789,19.5349,0.7953,126.53
1403_10.png,CLAHE (LAB),7.216,37.1486,17.6816,48.14,150.2451,8.8527,0.5187,128.54
1403_10.png,"MSRCR (σ=[15,80,250])",7.2286,95.8299,52.4017,99.5315,127.201,8.7715,0.3808,3668.52
1404_4.png,DCP (Dark Channel Prior),6.891,85.1441,42.7608,50.1179,111.2003,21.8309,0.9265,50.21
1404_4.png,CLAHE (LAB),7.2004,67.0484,23.6736,60.3406,152.5045,15.0495,0.773,3.49
1404_4.png,"MSRCR (σ=[15,80,250])",7.0157,92.6469,33.8799,81.2276,133.4535,15.5084,0.6789,2196.25
1404_5.png,DCP (Dark Channel Prior),7.1969,83.7486,42.3449,50.0107,111.0307,21.757,0.9214,101.59
1404_5.png,CLAHE (LAB),7.203,66.0452,22.6949,58.7457,154.7983,14.6264,0.7691,4.76
1404_5.png,"MSRCR (σ=[15,80,250])",7.0273,92.7841,33.689,80.2247,133.1494,15.4645,0.6797,1303.67
1404_6.png,DCP (Dark Channel Prior),7.1713,83.8106,42.1309,49.8487,111.9999,21.8724,0.9204,94.46
1404_6.png,CLAHE (LAB),7.1854,65.0442,21.7951,57.3086,156.9631,14.2067,0.7642,3.59
1404_6.png,"MSRCR (σ=[15,80,250])",7.0417,92.9243,33.5019,79.2656,132.9193,15.3947,0.6797,1425.9
1404_8.png,DCP (Dark Channel Prior),7.0713,83.828,41.599,49.4981,113.9974,22.0723,0.918,84.76
1404_8.png,CLAHE (LAB),7.0909,62.9932,20.1429,54.3011,161.8474,13.3303,0.7534,2.25
1404_8.png,"MSRCR (σ=[15,80,250])",7.063,93.1965,33.0665,77.3617,132.5913,15.205,0.6781,1393.59
1404_7.png,DCP (Dark Channel Prior),7.115,83.8977,41.8513,49.6639,113.053,21.9922,0.9196,62.61
1404_7.png,CLAHE (LAB),7.1411,64.0263,20.9382,55.7661,159.5475,13.7343,0.7588,4.03
1404_7.png,"MSRCR (σ=[15,80,250])",7.0515,93.0617,33.2966,78.3028,132.7331,15.3085,0.6792,1505.37
1405_5.png,DCP (Dark Channel Prior),7.3121,73.1936,54.2177,46.8982,112.2096,19.095,0.9202,81.72
1405_5.png,CLAHE (LAB),7.5019,64.003,24.3548,61.7,160.8113,14.5984,0.786,85.35
1405_5.png,"MSRCR (σ=[15,80,250])",7.1003,87.048,32.0706,80.2988,139.1733,15.1155,0.7111,1665.9
1405_6.png,DCP (Dark Channel Prior),7.1973,73.7477,53.6523,46.6972,113.6766,19.3109,0.9201,120.67
1405_6.png,CLAHE (LAB),7.3337,63.2059,23.1231,59.7497,163.2532,14.1747,0.7831,113.47
1405_6.png,"MSRCR (σ=[15,80,250])",7.1046,86.7477,31.5896,79.0046,139.1592,15.0409,0.7128,1923.01
1404_9.png,DCP (Dark Channel Prior),7.0416,83.6445,41.3101,49.2686,114.927,22.1282,0.9168,125.85
1404_9.png,CLAHE (LAB),7.0548,62.0021,19.3791,52.835,164.0309,12.9472,0.7481,111.36
1404_9.png,"MSRCR (σ=[15,80,250])",7.0722,93.327,32.8391,76.396,132.4762,15.0903,0.6764,2578.06
1405_2.png,DCP (Dark Channel Prior),7.0971,74.3893,56.0692,47.3885,109.7999,18.6175,0.9235,130.93
1405_2.png,CLAHE (LAB),7.578,66.8487,28.6597,67.5771,153.5454,15.9613,0.7925,114.8
1405_2.png,"MSRCR (σ=[15,80,250])",7.0871,87.9944,33.4798,84.3529,139.4146,15.2595,0.7045,2556.35
1405_1.png,DCP (Dark Channel Prior),7.0894,74.5931,56.5009,47.5191,108.8667,18.4182,0.9234,129.47
1405_1.png,CLAHE (LAB),7.5954,67.9818,30.3147,69.5075,151.093,16.471,0.7944,113.72
1405_1.png,"MSRCR (σ=[15,80,250])",7.0816,88.2996,33.8911,85.7003,139.5794,15.2653,0.7018,2559.06
1405_3.png,DCP (Dark Channel Prior),7.106,74.1708,55.5884,47.2403,110.8003,18.832,0.9236,131.75
1405_3.png,CLAHE (LAB),7.5617,65.8311,27.0889,65.5386,155.6874,15.5418,0.7914,117.61
1405_3.png,"MSRCR (σ=[15,80,250])",7.0918,87.6717,33.033,82.9766,139.3008,15.2271,0.7071,3222.72
1404_10.png,DCP (Dark Channel Prior),7.0418,83.3401,41.0256,49.0629,115.8038,22.151,0.9152,125.69
1404_10.png,CLAHE (LAB),7.0344,60.8999,18.6739,51.4434,166.1613,12.5869,0.7422,99.03
1404_10.png,"MSRCR (σ=[15,80,250])",7.0831,93.4427,32.5868,75.4405,132.395,14.966,0.6746,3639.24
1405_8.png,DCP (Dark Channel Prior),7.2177,73.3151,52.4991,46.4304,115.89,19.6959,0.9181,136.82
1405_8.png,CLAHE (LAB),7.2905,61.0743,20.8553,56.0972,167.7824,13.3822,0.7745,123.3
1405_8.png,"MSRCR (σ=[15,80,250])",7.1181,86.1226,30.6713,76.5701,139.1608,14.8505,0.7147,3467.9
1405_9.png,DCP (Dark Channel Prior),7.2245,73.1009,51.9004,46.2633,117.0592,19.8716,0.9168,131.74
1405_9.png,CLAHE (LAB),7.2624,60.0251,19.8651,54.2351,170.3342,12.9596,0.7686,128.51
1405_9.png,"MSRCR (σ=[15,80,250])",7.1264,85.808,30.2335,75.4141,139.1758,14.7465,0.7153,3474.92
1405_7.png,DCP (Dark Channel Prior),7.2075,73.5214,53.0913,46.5463,114.7685,19.5067,0.9192,126.5
1405_7.png,CLAHE (LAB),7.3126,62.0723,21.9612,57.9031,165.6258,13.7505,0.7787,129.94
1405_7.png,"MSRCR (σ=[15,80,250])",7.1103,86.4346,31.1321,77.7622,139.1528,14.9497,0.7139,3605.85
1405_4.png,DCP (Dark Channel Prior),7.1161,73.9456,55.0968,47.114,111.8274,19.0457,0.9232,129.85
1405_4.png,CLAHE (LAB),7.546,64.7012,25.6738,63.5464,158.0836,15.0649,0.7891,105.42
1405_4.png,"MSRCR (σ=[15,80,250])",7.0945,87.3445,32.5695,81.6424,139.2269,15.1745,0.7092,3713.69
1405_10.png,DCP (Dark Channel Prior),7.2348,72.8947,51.2841,46.1106,118.2604,20.0373,0.9153,86.93
1405_10.png,CLAHE (LAB),7.2402,59.0718,18.9075,52.5793,172.5805,12.595,0.7629,4.05
1405_10.png,"MSRCR (σ=[15,80,250])",7.136,85.4929,29.8018,74.3001,139.2076,14.6379,0.7154,2070.34
1406_1.png,DCP (Dark Channel Prior),7.1497,79.0657,49.7097,51.4899,100.6079,20.293,0.9213,45.02
1406_1.png,CLAHE (LAB),7.5471,68.1267,30.4801,71.6916,139.4109,17.2709,0.7859,3.6
1406_1.png,"MSRCR (σ=[15,80,250])",7.0045,88.0765,40.9546,85.6012,137.6998,14.4834,0.6711,2020.29
1406_2.png,DCP (Dark Channel Prior),7.1474,78.8356,49.6425,51.2841,101.2531,20.4224,0.921,94.97
1406_2.png,CLAHE (LAB),7.5391,67.3919,29.2943,70.3205,141.3181,16.8654,0.7826,4.11
1406_2.png,"MSRCR (σ=[15,80,250])",7.0237,87.8557,40.8487,84.455,137.5241,14.4706,0.6725,1409.77
1406_3.png,DCP (Dark Channel Prior),7.149,78.6015,49.5991,51.0973,101.9121,20.5377,0.9202,87.53
1406_3.png,CLAHE (LAB),7.53,66.6497,28.1757,68.996,143.1787,16.4524,0.7787,5.44
1406_3.png,"MSRCR (σ=[15,80,250])",7.0382,87.6502,40.6598,83.3209,137.3876,14.4371,0.6737,1372.96
1406_4.png,DCP (Dark Channel Prior),7.1561,78.3415,49.5276,50.8577,102.6161,20.6518,0.919,76.03
1406_4.png,CLAHE (LAB),7.5225,65.8549,27.1211,67.5812,145.0911,16.0079,0.7746,4.31
1406_4.png,"MSRCR (σ=[15,80,250])",7.0501,87.463,40.4135,82.1887,137.2798,14.3868,0.6746,1541.09
1407_5.png,DCP (Dark Channel Prior),7.7647,58.6137,34.0722,64.2256,106.7622,17.798,0.9014,132.75
1407_5.png,CLAHE (LAB),7.6563,54.8607,16.3065,82.7781,158.1812,15.8767,0.8226,113.43
1407_5.png,"MSRCR (σ=[15,80,250])",7.2106,85.4274,27.979,106.1009,143.1688,16.2649,0.7224,2046.66
1407_1.png,DCP (Dark Channel Prior),7.7721,59.412,34.6077,64.0823,102.7997,17.1452,0.901,109.32
1407_1.png,CLAHE (LAB),7.7414,57.8961,19.0524,89.6554,150.085,17.2402,0.8203,78.91
1407_1.png,"MSRCR (σ=[15,80,250])",7.1722,86.0777,27.6859,106.083,143.2687,16.9422,0.7388,2353.56
1406_7.png,DCP (Dark Channel Prior),7.1677,77.5799,49.2163,50.0997,105.0106,20.9272,0.9132,112.41
1406_7.png,CLAHE (LAB),7.4982,63.7907,24.246,63.5482,150.9223,14.7407,0.7606,112.31
1406_7.png,"MSRCR (σ=[15,80,250])",7.0679,87.0097,39.4408,78.9635,137.0894,14.173,0.675,2791.86
1406_6.png,DCP (Dark Channel Prior),7.1653,77.8327,49.3522,50.3847,104.1592,20.848,0.9153,102.14
1406_6.png,CLAHE (LAB),7.5054,64.4621,25.1541,64.9595,149.0373,15.1387,0.7651,111.96
1406_6.png,"MSRCR (σ=[15,80,250])",7.0654,87.1454,39.7981,80.0166,137.1332,14.2516,0.6752,2842.1
1407_3.png,DCP (Dark Channel Prior),7.7692,59.0967,34.4064,64.2049,104.7954,17.4926,0.9015,125.69
1407_3.png,CLAHE (LAB),7.6986,56.3665,17.6013,86.304,154.3691,16.526,0.8211,115.11
1407_3.png,"MSRCR (σ=[15,80,250])",7.1841,85.838,27.938,106.3365,143.1234,16.615,0.7292,2796.86
1406_9.png,DCP (Dark Channel Prior),7.1756,77.1148,48.9239,49.5349,106.7797,20.9999,0.9082,105.45
1406_9.png,CLAHE (LAB),7.4751,62.441,22.5943,61.0476,155.0603,13.9041,0.7486,110.68
1406_9.png,"MSRCR (σ=[15,80,250])",7.0659,86.767,38.6746,76.9479,137.0322,14.0057,0.6739,2860.2
1407_2.png,DCP (Dark Channel Prior),7.7671,59.0836,34.5081,63.991,103.5747,17.2833,0.9013,125.26
1407_2.png,CLAHE (LAB),7.7213,57.1629,18.2912,87.9806,152.1327,16.8936,0.8209,113.18
1407_2.png,"MSRCR (σ=[15,80,250])",7.1775,85.9785,27.8408,106.2745,143.1713,16.7832,0.7335,3256.39
1406_5.png,DCP (Dark Channel Prior),7.1609,78.0711,49.433,50.6209,103.3847,20.7622,0.9173,111.2
1406_5.png,CLAHE (LAB),7.5158,65.1252,26.1059,66.2391,147.1285,15.5713,0.7698,104.68
1406_5.png,"MSRCR (σ=[15,80,250])",7.0597,87.296,40.1136,81.092,137.1972,14.3238,0.6751,3430.34
1406_10.png,DCP (Dark Channel Prior),7.3689,75.6008,48.4879,49.2134,106.6814,20.8549,0.9023,109.87
1406_10.png,CLAHE (LAB),7.4838,62.0678,21.8057,59.7641,157.0322,13.5317,0.7437,113.98
1406_10.png,"MSRCR (σ=[15,80,250])",7.0659,86.6593,38.2764,76.0008,137.0171,13.9211,0.6732,3368.4
1406_8.png,DCP (Dark Channel Prior),7.1674,77.321,49.0788,49.8115,105.8951,20.9766,0.9108,120.97
1406_8.png,CLAHE (LAB),7.4894,63.1232,23.4007,62.3224,153.0141,14.3129,0.7547,96.41
1406_8.png,"MSRCR (σ=[15,80,250])",7.0672,86.8766,39.0617,77.9332,137.0598,14.0904,0.6747,3686.54
1407_4.png,DCP (Dark Channel Prior),7.7693,58.9569,34.2664,64.3034,105.8909,17.6735,0.9017,120.68
1407_4.png,CLAHE (LAB),7.6788,55.611,16.9329,84.4573,156.2153,16.2232,0.8223,117.76
1407_4.png,"MSRCR (σ=[15,80,250])",7.1941,85.6566,27.9697,106.2739,143.1243,16.4424,0.7256,3607.52
1407_6.png,DCP (Dark Channel Prior),7.768,58.6724,33.9785,64.5217,108.2204,18.0344,0.9013,54.78
1407_6.png,CLAHE (LAB),7.6344,54.2486,15.7184,81.143,160.4088,15.5027,0.8216,3.34
1407_6.png,"MSRCR (σ=[15,80,250])",7.224,85.1686,27.9511,105.849,143.25,16.0872,0.7188,1852.04
1407_7.png,DCP (Dark Channel Prior),7.7695,58.6122,33.7978,64.7129,109.6912,18.2374,0.901,84.33
1407_7.png,CLAHE (LAB),7.6081,53.4548,15.1682,79.4674,162.5658,15.1154,0.8203,3.8
1407_7.png,"MSRCR (σ=[15,80,250])",7.2323,84.8872,27.9115,105.4833,143.3611,15.9073,0.715,1732.45
